ID,Organism,type
Burkholderia_xenovorans_YP_55288_REF,reference,I
Q59613_Nitrobacter_vulgaris_I_REF,reference,I
Stappia_aggregata_ZP_0154896_REF,reference,I
Thiorhodovibrio_sp_970_ZP_0894247_REF,reference,I
YP_411385_Nitrosospira_multiformis_ATCC_251966_I_REF,reference,I
RBC_48 gi|1710033|sp|P50922.1|RBL2_RHOCA,reference,II
Thiobacillus_denitrificans_AAA9917_REF,reference,II
CG02_land_8_20_14_3.00_150_scaffold_3515_6,SR1,II/III
OR1_SR1_3_148,SR1,II/III
ncbi_ASMR01000001.1_43,Diapherotrites,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_63175_3,Micrarchaeota,IIIb
RBG_16_scaffold_12677_9,Micrarchaeota,IIIb
mol321605070610_1,Micrarchaeota,IIIb
CG_201519_scaffold_109081_1,Pacearchaeota,IIIb
RifSed_csp2_16ft_2_scaffold_361294_1,Pacearchaeota,IIIb
UBA284contig_56696_5,Pacearchaeota,IIIb
rifcsphigho2_01_scaffold_111818_5,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_38123_6,Pacearchaeota,IIIb
Ferroglobus_placidus_YP_00343593_REF,reference,IIIb
Ignisphaera_aggregans_YP_00386030_REF,reference,IIIb
WP004977657_Haloferax_gibbonsii_ATCC_3395_REF,reference,IIIb
ZP_09027197_Desulfurococcus_fermentans_DSM_16532_II_REF,reference,IIIb
CG08_land_8_20_14_0.20_scaffold_141789_1,Kuenenbacteria,IIIc
img_2264877716_46,unknown,IIIc
UBA3081contig_986_14,Dojkabacteria,IIIlike
bjp_ig2158_scaffold_0_692,Dojkabacteria,IIIlike
RBG_13_scaffold_565_33,Gottesmanbacteria,IIIlike
imgVR_3300006026_Ga0075478_10000002_49_PHAGE,putative_phage,IVlike
imgVR_3300006129_Ga0007834_1000020_33_PHAGE,putative_phage,IVlike
imgVR_3300006810_Ga0070754_10002591_16_PHAGE,putative_phage,IVlike
imgVR_3300007516_Ga0105050_10000484_9_PHAGE,putative_phage,IVlike
imgVR_3300009182_Ga0114959_10006311_8_PHAGE,putative_phage,IVlike
imgVR_3300013093_Ga0164296_1006299_14_PHAGE,putative_phage,IVlike
2_Hydrogenovibrio_marinus_BAD1531_REF,reference,I
Nitrococcus_mobilis_ZP_0112568_REF,reference,I
AAN52766_Rhodopseudomonas_palustris_I_REF,reference,II
RBC_123 gi|501530536|ref|WP_012537012.1|,reference,II
UBA5232contig_5010_25,Dojkabacteria,II/III
bjp_ig2599_sub10_scaffold_1302_18,Micrarchaeota,II/III
CG_201513_scaffold_41721_2,Micrarchaeota,IIIb
CG_201513_scaffold_88435_1,Micrarchaeota,IIIb
CG_4_10_14_0.8_um_filter_scaffold_69571_1,Micrarchaeota,IIIb
RifSed_csp2_13ft_1_scaffold_60832_1,Micrarchaeota,IIIb
rifoxyd1_full_scaffold_54939_2,Micrarchaeota,IIIb
RBG_16_scaffold_11079_2,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_256272_1,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_474979_2,Pacearchaeota,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_48964_c_1,Woesearchaeota,IIIb
rifcsplowo2_01_scaffold_53096_8,Woesearchaeota,IIIb
CAI49476_Natronomonas_pharaonis_DSM_2160_II_REF,reference,IIIb
NP_070466_Archaeoglobus_fulgidus_DSM_4304_II_REF,reference,IIIb
WP004043974_Haloferax_volcanii_DS_REF,reference,IIIb
YP002960117_Thermococcus_gammatolerans_EJ_REF,reference,IIIb
gwc2_scaffold_9210_4,Gottesmanbacteria,IIIc
rifoxyc1_sub10_scaffold_612_2,Pacearchaeota,IIIlike
imgVR_3300000116_DelMOSpr2010_c10000825_24_PHAGE,putative_phage,IVlike
imgVR_3300000117_DelMOWin2010_c10001624_5_PHAGE,putative_phage,IVlike
imgVR_3300002835_B570J40625_100002082_7_PHAGE,putative_phage,IVlike
imgVR_3300005605_Ga0066850_10002422_3_PHAGE,putative_phage,IVlike
imgVR_3300005805_Ga0079957_1000649_25_PHAGE,putative_phage,IVlike
imgVR_3300006749_Ga0098042_1000004_15_PHAGE,putative_phage,IVlike
imgVR_3300006754_Ga0098044_1000148_36_PHAGE,putative_phage,IVlike
imgVR_3300006802_Ga0070749_10000052_38_PHAGE,putative_phage,IVlike
imgVR_3300009058_Ga0102854_1000016_27_PHAGE,putative_phage,IVlike
imgVR_3300009154_Ga0114963_10001892_12_PHAGE,putative_phage,IVlike
rifcsphigho2_12_scaffold_162_94_PHAGE,putative_phage,IVlike
UBA93contig_1572_78,Micrarchaeota,unknown
UBA96contig_21807_17,Micrarchaeota,unknown
Allochromatium_vinosum_YP_00344469_REF,reference,I
Cupriavidus_metallidurans_YP_58365_REF,reference,I
Paracoccus_sp_TRP_ZP_0866487_REF,reference,I
AAG37859_Symbiodinium_sp_I_REF,reference,II
UBA2022contig_15642_11,Dojkabacteria,II/III
scaffold_6121_5_REF,reference,II/III
CG_201501t_scaffold_70_76,unknown,II/III
RBG_16_scaffold_853_33,Levybacteria,IIIb
rifcsphigho2_01_scaffold_10367_34,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_22357_10,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_39879_1,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_412156_2,Pacearchaeota,IIIb
WP004216495_Natrialba_magadii_ATCC_4309_REF,reference,IIIb
WP006826142_Natrialba_taiwanensis_DSM_1228_REF,reference,IIIb
YP001041057_Staphylothermus_marinus_F_REF,reference,IIIb
YP003178578_Halomicrobium_mukohataei_DSM_1228_REF,reference,IIIb
YP004424539_Pyrococcus_sp_NA_REF,reference,IIIb
UBA2259contig_3196_71,Dojkabacteria,IIIlike
UBA4813contig_29569_18,Dojkabacteria,IIIlike
UBA5749contig_21275_3,Dojkabacteria,IIIlike
CG_201509_scaffold_5489_2,unknown,IV
imgVR_3300000553_TBL_comb47_HYPODRAFT_10006500_13_PHAGE,putative_phage,IVlike
imgVR_3300002835_B570J40625_100027887_6_PHAGE,putative_phage,IVlike
imgVR_3300004691_Ga0065176_1000054_16_PHAGE,putative_phage,IVlike
imgVR_3300006641_Ga0075471_10002405_15_PHAGE,putative_phage,IVlike
imgVR_3300006802_Ga0070749_10000694_17_PHAGE,putative_phage,IVlike
imgVR_3300009155_Ga0114968_10000900_19_PHAGE,putative_phage,IVlike
imgVR_3300009164_Ga0114975_10000049_44_PHAGE,putative_phage,IVlike
imgVR_3300009183_Ga0114974_10000026_102_PHAGE,putative_phage,IVlike
imgVR_3300013131_Ga0172373_10003100_23_PHAGE,putative_phage,IVlike
imgVR_3300017967_Ga0181590_10000756_38_PHAGE,putative_phage,IVlike
imgVR_3300018423_Ga0181593_10013560_4_PHAGE,putative_phage,IVlike
Picea_abies_CAA5320_REF,reference,I
YP_001416820_Xanthobacter_autotrophicus_Py2_PutativeType1_REF,reference,I
gwf2_scaffold_5170_19,Dojkabacteria,II/III
rifoxyd1_full_scaffold_48_74,Pacearchaeota,II/III
rifcsplowo2_01_scaffold_240_75,Woesearchaeota,II/III
rifoxyb1_full_scaffold_364_31,Woesearchaeota,II/III
rifcsp2_19_4_full_scaffold_215841_1,Micrarchaeota,IIIb
gwa1_scaffold_15687_9,Pacearchaeota,IIIb
rifcsphigho2_01_scaffold_526185_2,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_159415_2,Pacearchaeota,IIIb
rifcsplowo2_01_sub10_scaffold_35299_1,Pacearchaeota,IIIb
rifcsphigho2_01_scaffold_37456_9,Woesearchaeota,IIIb
rifcsplowo2_01_scaffold_16673_1,Woesearchaeota,IIIb
WP006666558_Natrialba_aegyptia_DSM_1307_REF,reference,IIIb
WP008323546_Haloferax_elongans_ATCC_BAA151_REF,reference,IIIb
WP009365917_Halogranum_salarium_B_REF,reference,IIIb
YP_003669400_Staphylothermus_hellenicus_DSM_12710_II_REF,reference,IIIb
UBA2393contig_52368_1,Gottesmanbacteria,IIIc
bjp_ig2599_sub10_scaffold_364_11,Parcubacteria,IIIc
rifoxyc3_full_scaffold_6738_7,Gottesmanbacteria,IIIlike
14_1009_16_20cm_scaffold_137301_2,Parcubacteria,IV
imgVR_3300001346_JGI20151J14362_10002242_5_PHAGE,putative_phage,IVlike
imgVR_3300001472_JGI24004J15324_10000002_33_PHAGE,putative_phage,IVlike
imgVR_3300003410_JGI26086J50260_1000284_21_PHAGE,putative_phage,IVlike
imgVR_3300006793_Ga0098055_1001775_7_PHAGE,putative_phage,IVlike
imgVR_3300006810_Ga0070754_10000142_45_PHAGE,putative_phage,IVlike
rifoxyb2_full_scaffold_114_158,Pacearchaeota,II/III
cg2_3.0_scaffold_6121_5,SR1,II/III
RBC2_50 gi|499819577|ref|WP_011500311.1|,reference,II/III
CG13_big_fil_rev_8_21_14_2.50_scaffold_6700_4,CPR,IIIb
RifSed_csp2_16ft_2_scaffold_576471_1,Micrarchaeota,IIIb
cg1_0.2_scaffold_44525_1,Micrarchaeota,IIIb
rifcsphigho2_01_scaffold_346573_2,Micrarchaeota,IIIb
CG_201517_scaffold_79772_2,Pacearchaeota,IIIb
RBG_13_scaffold_1343_4,Pacearchaeota,IIIb
gwa1_scaffold_1760_30,Pacearchaeota,IIIb
rifcsphigho2_01_scaffold_53648_5,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_294211_1,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_304868_2,Pacearchaeota,IIIb
rifoxyd1_full_scaffold_47708_2,Pacearchaeota,IIIb
UBA119contig_8444_4,Woesearchaeota,IIIb
cg1_0.2_scaffold_10457_2,Woesearchaeota,IIIb
YP001047237_Methanoculleus_marisnigri_JR_REF,reference,IIIb
YP004622994_Pyrococcus_yayanosii_CH_REF,reference,IIIb
UBA927contig_123_73,Gottesmanbacteria,IIIc
rifoxyb1_full_scaffold_633_14,Gottesmanbacteria,IIIc
UBA2177contig_38184_3,Dojkabacteria,IIIlike
UBA2222contig_92676_9,Dojkabacteria,IIIlike
UBA2278contig_10362_8,Dojkabacteria,IIIlike
rifcsphigho2_01_scaffold_387592_2,Gottesmanbacteria,IIIlike
CG10_big_fil_rev_8_21_14_0.10_scaffold_617_c_46,Pacearchaeota,IIIlike
rifcsplowo2_01_scaffold_352176_1,Pacearchaeota,IIIlike
imgVR_3300000117_DelMOWin2010_c10004565_18_PHAGE,putative_phage,IVlike
imgVR_3300005662_Ga0078894_10000568_30_PHAGE,putative_phage,IVlike
imgVR_3300005662_Ga0078894_10001118_13_PHAGE,putative_phage,IVlike
imgVR_3300006810_Ga0070754_10000068_66_PHAGE,putative_phage,IVlike
imgVR_3300009181_Ga0114969_10002748_1_PHAGE,putative_phage,IVlike
imgVR_3300009182_Ga0114959_10000174_59_PHAGE,putative_phage,IVlike
imgVR_3300010334_Ga0136644_10000002_223_PHAGE,putative_phage,IVlike
imgVR_3300012953_Ga0163179_10002609_6_PHAGE,putative_phage,IVlike
imgVR_3300017986_Ga0181569_10001190_17_PHAGE,putative_phage,IVlike
Nitrosomonas_eutropha_YP_74703_REF,reference,I
RAAC1_SR1_1_647,SR1,II/III
rifoxyb1_full_scaffold_3633_1,Woesearchaeota,II/III
CG06_land_8_20_14_3.00_150_scaffold_21999_1,unknown,II/III
DolZOral124_scaffold_14485_4,unknown,II/III
CG03_land_8_20_14_0.80_scaffold_60991_1,Micrarchaeota,IIIb
RifSed_csp2_16ft_2_scaffold_362462_2,Micrarchaeota,IIIb
CG02_land_8_20_14_3.00_150_scaffold_129462_2,Pacearchaeota,IIIb
CG09_land_8_20_14_0.10_scaffold_57150_2,Pacearchaeota,IIIb
CG23_combo_of_CG0609_8_20_14_all_150_scaffold_90018_1,Pacearchaeota,IIIb
RifSed_csp1_16ft_3_scaffold_247731_2,Pacearchaeota,IIIb
rifcsphigho2_01_scaffold_21619_3,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_0_375,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_143159_2,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_178776_2,Pacearchaeota,IIIb
LSDeep1_scaffold_26_533,unknown,IIIb
RBG_13_scaffold_5391_5,Gottesmanbacteria,IIIc
CG03_land_8_20_14_0.80_scaffold_45401_2,Parcubacteria,IIIc
imgVR_3300001450_JGI24006J15134_10000144_30_PHAGE,putative_phage,IVlike
imgVR_3300001450_JGI24006J15134_10002570_9_PHAGE,putative_phage,IVlike
imgVR_3300003410_JGI26086J50260_1002745_8_PHAGE,putative_phage,IVlike
imgVR_3300005528_Ga0068872_10000195_49_PHAGE,putative_phage,IVlike
imgVR_3300005683_Ga0074432_100043_78_PHAGE,putative_phage,IVlike
imgVR_3300005805_Ga0079957_1000004_32_PHAGE,putative_phage,IVlike
imgVR_3300006193_Ga0075445_10001210_10_PHAGE,putative_phage,IVlike
imgVR_3300006790_Ga0098074_1002816_5_PHAGE,putative_phage,IVlike
imgVR_3300009158_Ga0114977_10008854_1_PHAGE,putative_phage,IVlike
imgVR_3300009181_Ga0114969_10000030_77_PHAGE,putative_phage,IVlike
imgVR_3300013132_Ga0172372_10011093_16_PHAGE,putative_phage,IVlike
Nitrobacter_hamburgensis_YP_57154_REF,reference,I
UBA4787contig_1245_80,Patescibacteria,II/III
rifcsphigho2_02_scaffold_69512_7,Aenigmarchaeota,IIIb
rifcsplowo2_01_scaffold_211_122,Aenigmarchaeota,IIIb
CG08_land_8_20_14_0.20_scaffold_203273_1,Micrarchaeota,IIIb
CG_4_9_14_0.2_um_filter_scaffold_8702_1,Micrarchaeota,IIIb
RBG_16_scaffold_1633_8,Micrarchaeota,IIIb
rbg_19ft_combo_scaffold_2906_2,Micrarchaeota,IIIb
rifcsphigho2_02_scaffold_173369_1,Micrarchaeota,IIIb
CG_201518_scaffold_146281_1,Pacearchaeota,IIIb
gwc1_scaffold_4584_2,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_108589_3,Pacearchaeota,IIIb
WP006108853_Natrialba_asiatica_DSM_1227_REF,reference,IIIb
mol321605030446_1_Gottesmanbacteria,Gottesmanbacteria,IIIc
CG_201511_scaffold_25419_1,Kuenenbacteria,IIIc
CG_4_9_14_0.2_um_filter_scaffold_23606_2,Kuenenbacteria,IIIc
07M_4_2014_scaffold_5663_3,Parcubacteria,IIIc
rifcsphigho2_02_scaffold_900_36,Pacearchaeota,IIIlike
GS605_3p0_scaffold_7_49_PHAGE,putative_phage,IVlike
PH2015_07_scaffold_0_448_PHAGE,putative_phage,IVlike
imgVR_3300000116_DelMOSpr2010_c10001115_19_PHAGE,putative_phage,IVlike
imgVR_3300000439_TBL_comb48_EPIDRAFT_1000912_4_PHAGE,putative_phage,IVlike
imgVR_3300001472_JGI24004J15324_10000511_11_PHAGE,putative_phage,IVlike
imgVR_3300001589_JGI24005J15628_10000085_3_PHAGE,putative_phage,IVlike
imgVR_3300004686_Ga0065173_1000025_12_PHAGE,putative_phage,IVlike
imgVR_3300004770_Ga0007804_1000749_8_PHAGE,putative_phage,IVlike
imgVR_3300006030_Ga0075470_10000039_31_PHAGE,putative_phage,IVlike
imgVR_3300006121_Ga0007824_1000696_6_PHAGE,putative_phage,IVlike
imgVR_3300006193_Ga0075445_10002989_10_PHAGE,putative_phage,IVlike
imgVR_3300009068_Ga0114973_10000306_11_PHAGE,putative_phage,IVlike
imgVR_3300009164_Ga0114975_10000143_17_PHAGE,putative_phage,IVlike
imgVR_3300013093_Ga0164296_1000036_79_PHAGE,putative_phage,IVlike
imgVR_3300013093_Ga0164296_1001304_19_PHAGE,putative_phage,IVlike
imgVR_3300017818_Ga0181565_10006269_7_PHAGE,putative_phage,IVlike
imgVR_3300018790_Ga0187842_1000009_46_PHAGE,putative_phage,IVlike
RBG_13_scaffold_9498_7,unknown,IVlike
rifcsplowo2_02_scaffold_81990_4,Gottesmanbacteria,II/III
RifSed_csp2_13ft_1_scaffold_647396_2,Aenigmarchaeota,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_13451_3,Micrarchaeota,IIIb
mol3215ef016606_7,Micrarchaeota,IIIb
ncbi_ASMP01000003.1_19,Nanoarchaeota,IIIb
RifSed_csp2_10ft_3_scaffold_196980_2,Pacearchaeota,IIIb
RifSed_csp2_19ft_3_scaffold_147407_1,Pacearchaeota,IIIb
rifcsphigho2_01_scaffold_7201_13,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_160892_4,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_224073_1,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_283644_2,Pacearchaeota,IIIb
rifcsplowo2_01_scaffold_37901_5,Pacearchaeota,IIIb
UBA153contig_35505_2,Woesearchaeota,IIIb
img_2698597071_3,Microgenomates,IIIc
UBA1441contig_19953_11,Patescibacteria,IIIc
UBA6264contig_60200_23,Patescibacteria,IIIc
rifoxyd1_full_scaffold_35748_2,Pacearchaeota,IIIlike
scaffold_31901_2_REF,reference,IIIlike
CG_201501t_scaffold_2353_6_PHAGE,putative_phage,IVlike
imgVR_3300000116_DelMOSpr2010_c10002632_7_PHAGE,putative_phage,IVlike
imgVR_3300003277_JGI25908J49247_10000163_14_PHAGE,putative_phage,IVlike
imgVR_3300005581_Ga0049081_10002534_4_PHAGE,putative_phage,IVlike
imgVR_3300006027_Ga0075462_10000321_14_PHAGE,putative_phage,IVlike
imgVR_3300006108_Ga0007862_1000138_16_PHAGE,putative_phage,IVlike
imgVR_3300006484_Ga0070744_10000091_14_PHAGE,putative_phage,IVlike
imgVR_3300006484_Ga0070744_10000432_2_PHAGE,putative_phage,IVlike
imgVR_3300009182_Ga0114959_10000188_47_PHAGE,putative_phage,IVlike
imgVR_3300017989_Ga0180432_10000539_12_PHAGE,putative_phage,IVlike
ncbi_AWOG01000022.1_5,Nanoarchaeota,unknown
